NDB_ナンバー,食品名,水_(g),Energ_Kcal,タンパク質_(g),Lipid_Tot_(g),Ash_(g),炭水化物_(g),ファイバー_TD_(g),Sugar_Tot_(g)
2008,乾燥したチャービル,7.2,237,23.2,3.9,16.6,49.1,11.3,
2009,チリパウダー,10.75,282,13.46,14.28,11.81,49.7,34.8,7.19
2010,シナモン、グラウンド,10.58,247,3.99,1.24,3.6,80.59,53.1,2.17
2011,クローブ、グラウンド,9.87,274,5.97,13,5.63,65.53,33.9,2.38
2012,コリアンダーの葉、乾燥,7.3,279,21.93,4.78,14.08,52.1,10.4,7.27
2013,コリアンダーのたね,8.86,298,12.37,17.77,6.02,54.99,41.9,
2014,クミンシード,8.06,375,17.81,22.27,7.62,44.24,10.5,2.25
2015,カレー粉,8.8,325,14.29,14.01,7.07,55.83,53.2,2.76
2016,ディルシード,7.7,305,15.98,14.54,6.62,55.17,21.1,
2017,ディルウィード、乾燥,7.3,253,19.96,4.36,12.56,55.82,13.6,
02018年,フェンネルシード,8.81,345,15.8,14.87,8.22,52.29,39.8,
2019,フェヌグリークシード,8.84,323,23,6.41,3.4,58.35,24.6,
2020,ガーリックパウダー,6.45,331,16.55,0.73,3.54,72.73,9,2.43
2021,ジンジャー、グラウンド,9.94,335,8.98,4.24,5.22,71.62,14.1,3.39
2022,メイス、グラウンド,8.17,475,6.71,32.38,2.23,50.5,20.2,
2023,マジョラム、乾燥,7.64,271,12.66,7.04,12.1,60.56,40.3,4.09
2024,スパイス、マスタードSD、グラウンド,5.27,508,26.08,36.24,4.33,28.09,12.2,6.79
2025,ナツメグ、グラウンド,6.23,525,5.84,36.31,2.34,49.29,20.8,2.99
2026,オニオンパウダー,5.39,341,10.41,1.04,4.04,79.12,15.2,6.63
2027,スパイス、オレガノ、ドライ,9.93,265,9,4.28,7.87,68.92,42.5,4.09
2028,パプリカ,11.24,282,14.14,12.89,7.74,53.99,34.9,10.34
2029,乾燥パセリ,5.89,292,26.63,5.48,11.36,50.64,26.7,7.27
2030,ペッパー、ブラック,12.46,251,10.39,3.26,4.49,63.95,25.3,0.64
2031,ペッパー、レッドまたはカイエン,8.05,318,12.01,17.27,6.04,56.63,27.2,10.34
2032,ペッパー、ホワイト,11.42,296,10.4,2.12,1.59,68.61,26.2,
2033,ケシの実,5.95,525,17.99,41.56,6.37,28.13,19.5,2.99
2034,家禽調味料,9.31,307,9.59,7.53,5.92,65.59,11.3,1.8
2035,パンプキンパイスパイス,8.46,342,5.76,12.6,3.9,69.28,14.8,7.76
2036,ローズマリー、ドライ,9.31,331,4.88,15.22,6.53,64.06,42.6,
2037,サフラン,11.9,310,11.43,5.85,5.45,65.37,3.9,
2038,セージ、グラウンド,7.96,315,10.63,12.75,7.95,60.73,40.3,1.71
2039,セイボリー、グラウンド,9,272,6.73,5.91,9.63,68.73,45.7,
2041,香辛料、タラゴン、乾燥,7.74,295,22.77,7.24,12.03,50.22,7.4,
2042,スパイス、タイム、乾燥,7.79,276,9.11,7.43,11.74,63.94,37,1.71
2043,ウコン、グラウンド,12.85,312,9.68,3.25,7.08,67.14,22.7,3.21
2044,バジル、フレッシュ,92.06,23,3.15,0.64,1.49,2.65,1.6,0.3
2045,ディルウィード、FRSH,85.95,43,3.46,1.12,2.45,7.02,2.1,
2046,マスタード、プリペアド、イエロー,83.72,60,3.74,3.34,3.37,5.83,4,0.92
2047,塩、テーブル,0.2,0,0,0,99.8,0,0,0
2048,酢、サイダー,93.81,21,0,0,0.17,0.93,0,0.4
2049,タイム、FRSH,65.11,101,5.56,1.68,3.2,24.45,14,
2050,バニラ抽出物,52.58,288,0.06,0.06,0.26,12.65,0,12.65
2051,バニラエキス、イミトン、アルコール,64.46,237,0.05,0,0.22,2.41,0,
2052,バニラエキストラクト、イミチン、ノンアルコール,85.58,56,0.03,0,0.01,14.4,0,14.4
2053,蒸留酢,94.78,18,0,0,0.02,0.04,0,0.04
2054,ケーパー、缶詰,83.85,23,2.36,0.86,8.04,4.89,3.2,0.41
2055,西洋わさび、調理済み,85.08,48,1.18,0.69,1.76,11.29,3.3,7.99
2063,ローズマリー、フレッシュ,67.77,131,3.31,5.86,2.35,20.7,14.1,
2064,ペパーミント、フレッシュ,78.65,70,3.75,0.94,1.76,14.89,8,
2065,スペアミント、フレッシュ,85.55,44,3.29,0.73,2.03,8.41,6.8,
2066,スペアミント、乾燥,11.3,285,19.93,6.03,10.7,52.04,29.8,
2068,酢、赤ワイン,94.47,19,0.04,0,0.17,0.27,0,0
2069,酢、バルサミコ,76.45,88,0.49,0,0.37,17.03,,14.95
2073,ペース、ドライ タコ シーズ ミックス,5.7,188,0,0,38.01,56.29,18.8,18.76
2074,シーズニングミックス、ドライ、サゾン、コリアンダー、アナトー,0.2,0,0,0,99.8,0,0,0
2075,シーズニングミックス、ドライ、タコス、オリジナル,5.7,322,4.5,0,31.8,58,13.3,10.83
2076,シーズニングミックス、ドライ、チリ、オリジナル,10.75,335,10.82,7.3,14.56,56.56,10.8,8.67
3000,クリフ Z バー,7.74,409,5.55,9.72,2.26,74.72,8.3,30.56
3001,ベビーフード、ジューストリーツ、フルーツメドレー、トッド,12.89,347,0,0.02,0.29,86.68,0,57.4
3002,ベビーフード、肉、BF、STR,82.44,81,12.03,2.52,0.57,2.43,0,0
3003,ベビーフード、ミート、BF、JR,82.44,81,12.03,2.52,0.57,2.43,0,0
3005,離乳食、肉、仔牛、STR,82.37,81,13.12,2.45,0.54,1.51,0,0
3007,離乳食、肉、豚肉、STR,78.4,124,14,7.1,1.1,0,0,0
3008,離乳食、肉、ハム、STR,80.5,97,11.3,3.8,0.7,3.7,0,0
3009,離乳食、肉、ハム、ジュニア,80.5,97,11.3,3.8,0.7,3.7,0,0
3010,ベビーフード、肉、ラム、STR,81.06,87,14.07,3.41,0.6,0.85,0,0
3011,離乳食、肉、ラム、ジュニア,79.6,112,15.2,5.2,0.9,0,0,0
3012,ベビーフード、肉、ひよこ、STR,77.5,130,13.7,7.9,0.49,0.1,0,0
3013,ベビーフード、肉、ひよこ、JR,76,146,14,9.6,0.49,0,0,0
3014,"BABYFOOD,MEAT,CHIC STKS,JR",68.3,188,14.6,14.4,1.2,1.5,0.2,1.4
3015,ベビーフード、肉、トルコ、STR,80.32,111,11.5,6.2,0.58,1.4,0,0
3016,"BABYFOOD,MEAT,TURKEY,JR",80.32,111,11.5,6.2,0.58,1.4,0,0
3017,離乳食、肉、七面鳥のスティック、ジュニア,69.8,188,13.7,14.2,0.9,1.4,0.2,1.4
3019,ベビーフード、スナック、ガーバー グラデュエート フルーツ ストリップ、リアル フルーツ バー,19.09,330,0.82,2.24,1.24,76.61,2,68.65
3021,ベビーフード、ミート、ミートSTKS、JR,69.5,184,13.4,14.6,1.4,1.1,0.2,0.8
3022,ベビーフード、ガーバー、セカンドフーズ、APPL、キャロット＆スカッシュ、オーガニック,83.83,64,1.1,0,0.26,14.82,1.2,9.09
3023,ベビーフード、フィンガースナック、ガーバー、卒業生、パフ、APPL & CINN,3.62,389,6.19,2.3,2.11,85.79,3.8,17.84
3024,BABYFOOD、H2O、BTLD、GERBER、WO/添加フッ化物。,99.9,0,0,0,0,0,0,0
3025,ベビーフード、ガーバー、サードフード、APPL、マンゴー＆キウイ,86.34,53,0.47,0,0.32,12.88,2,10.18
3026,ベビーフード、トロピカルフルーツメドレー,87.14,51,0.31,0.14,0.19,12.22,1.3,9.78
3041,ベビーフード、ディナー、ベジ＆餃子＆BF、STR,88.9,48,2,0.9,0.5,7.7,,0
3042,ベビーフード、ディナー、ベジ＆餃子＆BF、JR,88.6,48,2.1,0.8,0.6,8,,0
3043,ベビーフード、ディナー、BFラザニア、トッド,82.3,77,4.2,2.1,1.4,10,,0
3044,ベビーフード、ディナー、マカロニ＆トマト＆BF、STR,86.34,61,2.36,1.47,0.37,9.45,1.2,2.09
3045,"ベビーフード,ディナー,マカロニ&トマト&BF,JR",86.7,59,2.5,1.1,0.3,9.4,1.1,2.43
3046,ベビーフード、ラビオリ、チーズ入り、トマトソース添え,76.5,99,3.6,2.2,1.4,16.3,0.1,0.59
3047,ベビーフード、ディナー、BFヌードル、STR,86.84,63,2.44,2.26,0.28,8.18,1.3,1.42
3048,ベビーフード、マカロニ&CHS、トッド,81.7,82,3.5,2.6,1,11.2,0.5,0.79
3049,ベビーフード、ディナー、BF&RICE、トッド,81.9,82,5,2.9,1.4,8.8,,0
3050,"ベビーフード,ディナー,スパゲッティ&トマト&ミート,JR",84.17,68,2.57,1.37,0.47,11.42,1.1,2.72
3051,ベビーフード、ディナー、スパゲッティ＆トマト＆ミート、トッド,81.6,75,5.3,1,1.3,10.8,,
3052,ベビーフード、ディナー、BFシチュー、トッド,86.9,51,5.1,1.2,1.4,5.5,1.1,1.39
3053,離乳食、ディナー、ベジ&ブレックファスト、STR,84.94,77,2.21,3.6,0.41,8.84,1.3,2.34
3054,ベビーフード、ディナー、ベジ＆ブレックファースト、JR,84.94,77,2.21,3.6,0.41,8.84,1.3,2.34
3055,ベビーフード、ディナー、BF と野菜,84.3,96,2.03,6.93,0.38,6.36,1.8,2.16
3059,ベビーフード、ディナー、ベジ＆ベーコン、STR,85.75,69,1.92,2.95,0.4,8.81,1.7,1.77
3061,ベビーフード、ディナー、ベジ＆ハム、STR,87.47,59,2.19,2.14,0.41,7.8,1.6,1.37
3062,ベビーフード、ディナー、ベジ＆ハム、JR,87,60,2.02,1.89,0.45,8.64,1,0.99
3066,ベビーフード、ディナー、ベジ＆ラム、STR,88.6,52,2,2,0.5,6.9,1.1,0.94
3067,ベビーフード、ディナー、ベジ＆ラム、JR,88.6,51,2.1,1.7,0.5,7.1,1.1,0.94
3068,ベビーフード、ディナー、チキンヌードル、STR,85.64,66,2.69,2.06,0.53,9.08,2.1,2.5
3069,ベビーフード、ディナー、チキンヌードル、JR,87.25,55,2.37,1.18,0.41,8.79,0.9,1.07
3070,ベビーフード、ディナー、ひよこスープ、STR,89.1,50,1.6,1.7,0.4,7.2,1.1,1.72
3072,ベビーフード ディナー チック シチュー トッド,83.3,78,5.2,3.7,1.4,6.4,0.6,1.68
3073,ベビーフード、ディナー、ベジチック、STR,86.9,59,2.47,1.73,0.49,8.42,2.1,1.58
3075,ベビーフード、ディナー、ベジ、ヌードル＆チキン、STR,87.2,63,2,2.5,0.4,7.9,1.1,
3076,ベビーフード、ディナー、ベジ、ヌードル＆チキン、JR,86.2,64,1.7,2.2,0.7,9.1,1.1,
3077,離乳食、ディナー、野菜入りパスタ,87.3,60,1.7,2.1,0.41,8.4,1.5,1.2
3079,ベビーフード、ディナー、ベジ＆ヌードル＆ターキー、STR,90.3,44,1.2,1.2,0.4,6.8,1.1,
3081,ベビーフード、ディナー、ベジ＆ヌードル＆ターキー、JR,88.7,52,1.8,1.5,0.4,7.6,1.1,
3082,ベビーフード、ディナー、トルコ＆ライス、STR,88.22,52,2.27,1.24,0.33,7.94,0.9,1.66
3083,"BABYFOOD,DINNER,TURKEY & RICE,JR",86.64,56,2.37,0.92,0.5,9.57,1,1.25
3084,ベビーフード、ディナー、ベジ＆トルコ、STR,88.82,48,2.32,0.9,0.35,7.62,1.5,1.54
3085,ベビーフード、ディナー、ベジ＆トルコ、JR,88.5,53,1.72,1.74,0.49,7.55,0.9,1.36
3089,ベビーフード、ディナー、マカロニ＆CHS、STR,85.25,67,3.14,2.11,0.55,8.95,0.7,1.27
3090,ベビーフード、ディナー、マカロニ＆CHS、JR,86.5,61,2.6,2,0.7,8.2,0.3,1.32
3091,ベビーフード、ベジ、GRN BNS、STR,91.85,27,1.2,0.17,0.49,6.29,2.2,1.88
3092,ベビーフード、ベジ、GRN BNS、JR,92.5,24,1.2,0.1,0.4,5.8,1.9,1.08
3093,ベビーフード、GRN BNS、ダイス、トッド,92.6,29,1.2,0.2,0.4,5.7,1.3,1.06
3096,ベビーフード、ベジ、GRN BNS&ポテト,86.2,62,2.2,1.9,0.7,9,1.4,2.35
3098,ベビーフード、ベジ、ビーツ、STR,90.1,34,1.3,0.1,0.9,7.7,1.9,6.09
3099,ベビーフード、野菜、ニンジン、STR,92.3,26,0.8,0.1,0.8,6,1.7,3.64
3100,ベビーフード、ベジ、ニンジン、JR,91,32,0.8,0.2,0.7,7.2,1.7,3.16
3104,ベビーフード、ベジ、スカッシュ、STR,92.66,28,0.81,0.2,0.6,5.73,0.9,3.37
3105,ベビーフード、ベジ、スカッシュ、JR,92.66,24,0.81,0.2,0.6,5.73,0.9,3.24
3108,ベビーフード、野菜、SWTポテト、STR,84.8,57,1.1,0.1,0.8,13.2,1.5,4.05
3109,ベビーフード、ベジ、SWTポテト、JR,84.1,60,1.1,0.1,0.7,14,1.5,4.24
3112,ベビーフード、ポテト、幼児,86.8,52,1,0.1,0.37,11.73,0.9,0.91
3114,ベビーフード、ベジタブル、バターナッツスカッシュ＆コーン,87.3,50,2,0.6,0.84,9.26,2,2.93
3115,ベビーフード、APPLS、ダイス、TODD,87.5,51,0.2,0.1,0.13,12.1,0.9,10.83
3116,ベビーフード、フルーツ、APPLSAUC、STR,88.6,41,0.2,0.2,0.2,10.8,1.7,9.87
3117,ベビーフード、フルーツ、アップルソーク、JR,89.5,37,0,0,0.2,10.3,1.7,8.48
3118,ベビーフード、フルーツ、アプリコット、タピオカ入り、STR,83.1,60,0.3,0,0.3,16.3,1.5,1.41
3119,ベビーフード、ベジ、コーン、CRMD、STR,83.6,57,1.4,0.4,0.5,14.1,2.1,1.23
3120,ベビーフード、ベジ、コーン、CRMD、JR,81.4,65,1.4,0.4,0.55,16.25,2.1,1.48
3121,ベビーフード、ベジ、エンドウ豆、STR,87.52,50,3.27,0.43,0.42,8.36,2,2.01
3122,ベビーフード、エンドウ豆、サイコロ、トッド,84.6,64,3.9,0.8,0.35,10.3,3.9,4.13
3127,ベビーフード、野菜、ほうれん草、CRMD、STR,89.6,37,2.5,1.3,1,5.7,1.8,2.33
3128,ベビーフード、フルーツ、アプリコット、タピオカ入り、JR,82.1,63,0.3,0,0.4,17.3,1.5,1.4
3129,ベビーフード、フルーツ、タピオカ入りバナナ、STR,84,56,0.4,0.1,0.3,15.3,1.6,0.38
3130,ベビーフード、フルーツ、ピーチ、STR,83.65,65,0.94,0.33,0.59,14.48,1.3,11.5
3131,ベビーフード、フルーツ、ピーチ、JR,83.65,65,0.94,0.33,0.59,14.48,1.3,11.5
3132,ベビーフード、フルーツ、ナシ、STR,88.4,42,0.3,0.2,0.3,10.8,2.8,6.98
3133,ベビーフード、フルーツ、梨、JR,87.8,44,0.3,0.1,0.2,11.6,2.8,7.34
3134,ベビーフード、フルーツ、タピオカ入りプラム、WO/VIT C、STR,80,71,0.1,0,0.24,19.7,1.2,13.34
3135,離乳食、フルーツ、タピオカ入りプラム、WO/VIT C、JR,79.2,74,0.1,0,0.2,20.5,1.2,13.64
3136,ベビーフード、フルーツ、タピオカ入りプルーン、WO/VIT C、STR,80.3,69,0.6,0.1,0.5,18.5,2.7,10.97
3137,ベビーフード、フルーツ、タピオカ入りプルーン、WO/VIT C、JR,80.1,70,0.6,0.1,0.78,18.7,2.7,10.97
3139,ベビーフード、プルーン、WO/VIT C、STR,74.3,100,1,0.2,0.98,23.52,2.7,14.28
3140,ベビーフード、フルーツDSSRT、タピオカ入りマンゴー,80,70,0.3,0.2,0.33,19,1.1,13
3141,ベビーフード、梨、ダイス、トッド,85.6,57,0.3,0.1,0.2,13.6,1.2,8.66
3142,ベビーフード、フルーツ、アプリソーク＆アプリコット、STR,87.7,44,0.2,0.2,0.26,11.64,1.8,9.25
3143,"ベビーフード,フルーツ,アプリソーク&アプリコット,JR",86.9,47,0.2,0.2,0.24,12.4,1.8,8.72
3144,ベビーフード、フルーツ、アプリソーク＆チェリー、STR,85.63,51,0,0,0.25,14.1,1.1,10.81
3145,ベビーフード、フルーツ、アップルソー＆チェリー、JR,85.6,51,0,0,0.3,14.1,1.1,10.61
3147,ベビーフード、フルーツ、アップルソース、バナナ入り、JR,83.14,66,0.37,0.1,0.26,16.16,1.6,4.35
3150,ベビーフード、フルーツ、APPLSAUC&PNAPPL、STR,89.5,37,0.1,0.1,0.2,10.1,1.5,
3151,ベビーフード、フルーツ、APPLSAUC&PNAPPL、JR,89.1,39,0.1,0.1,0.2,10.5,1.5,
3152,ベビーフード、フルーツ、APPL & ラズベリー、STR,83.8,58,0.2,0.2,0.2,15.6,2.1,12.96
3153,ベビーフード、フルーツ、アプリ＆ラズベリー、JR,84,58,0.2,0.2,0.2,15.4,2.1,12.96
3154,ベビーフード、フルーツ＆ベジ、APPL＆SWTポテト,84,64,0.3,0.22,0.3,15.3,1.4,11.6
3156,ベビーフード、フルーツ、バナナ、ナップル、タピオカ入り、JR,81.1,68,0.2,0.1,0.2,18.4,1.6,8.41
3157,ベビーフード、フルーツ、バナナ、ナップル、タピオカ入り、STR,81.7,65,0.2,0,0.53,17.8,1.6,10.73
3158,ベビーフード、フルーツ、梨、ナップル、STR,88.5,41,0.3,0.1,0.3,10.9,2.6,7.79
3159,ベビーフード、フルーツ、梨、ナップル、JR,87.8,44,0.3,0.2,0.3,11.4,2.6,7.36
3160,ベビーフード、フルーツ、グアバ、パパイヤ、タピオカ入り、STR,82.5,63,0.2,0.1,0.2,17,,
3161,ベビーフード、ピーチ、サイコロ、トッド,87.4,51,0.5,0.2,0.2,11.8,0.8,9.49
3162,ベビーフード、フルーツ、パパイヤ、アップルソーク、タピオカ入り、STR,80.6,70,0.2,0.1,0.2,18.9,1.4,
3163,ベビーフード、フルーツ、バナナ、リンゴと梨、STR,79,83,0.9,0.22,0.57,19.31,1.4,12.76
3164,ベビーフード、フルーツ、APPL&ブルーベリー、STR,83.1,61,0.2,0.2,0.2,16.3,1.8,13.93
3165,ベビーフード、フルーツ、アプリ＆ブルーベリー、JR,82.8,62,0.2,0.2,0.19,16.6,1.8,8.83
3166,ベビーフード、ジュース、アップル,88,47,0,0.1,0.2,11.7,0.1,10.7
3167,ベビーフード、アップルバナナジュース,87.1,51,0.2,0.1,0.26,12.3,0.2,11
3168,ベビーフード、JUC、APPL&PEACH,89,43,0.2,0.1,0.3,10.5,0.1,9.59
3169,ベビーフード、アップルクランベリージュース,88.3,46,0,0.02,0.19,11.49,0,6.88
3170,ベビーフード、JUC、APPL&PLUM,87.3,49,0.1,0,0.3,12.3,0.1,11.54
3171,ベビーフード、JUC、APPL&PRUNE,81.3,72,0.2,0.1,0.3,18.1,0.1,10.58
3172,ベビーフード、ジュース、オレンジ,88.5,45,0.6,0.3,0.4,10.2,0.1,8.26
3173,ベビーフード、ジュース、オレンジ＆アプリ,88.9,43,0.4,0.2,0.4,10.1,,
3174,ベビーフード、ジュース、オレンジ＆アプリ＆バナナ,87.6,47,0.4,0.1,0.4,11.5,0.1,10.03
3175,ベビーフード、ジュース、オレンジ＆アプリコット,87.8,46,0.8,0.1,0.4,10.9,0.1,
3176,ベビーフード、ジュース、オレンジ＆バナナ,86.9,50,0.7,0.1,0.4,11.9,,
3177,ベビーフード、JUC、オレンジ、ナップル,87.3,48,0.5,0.1,0.4,11.7,0.1,
3178,ベビーフード、ジュース、プルーン＆オレンジ,81.9,70,0.6,0.3,0.4,16.8,,
3179,ベビーフード、JUC、MXDフルーツ,87.9,47,0.1,0.1,0.2,11.7,0.1,8.46
3181,ベビーフード、CRL、大麦、ドライフォート,6.8,376,13.2,6.6,4,69.4,6.6,13.2
3184,ベビーフード、CRL、WHL WHEAT、APPLS、DRY FORT,1.7,402,6.6,4.8,3.7,83.2,6.7,26.66
3185,ベビーフード、CRL、MXD、ドライフォート,6.7,399,6.66,6.66,1.77,78.21,6.7,26.66
3186,ベビーフード、CRL、MXD、バナナ入り、ドライ,4.5,391,10.7,4.6,3.1,77.1,7.8,6.68
3187,ベビーフード、CRL、MXD、W/ APPLSAUC & BANANAS、STR,80,82,0.71,0.51,0.4,18.38,1,11.1
3188,ベビーフード、CRL、MXD、W/ APPLSAUC & BANANAS、JR、FORT,79.6,84,0.71,0.51,0.4,18.79,1,11.1
3189,ベビーフード、CRL、オートミール、ドライフォート,4.56,394,10.99,6.36,4.6,73.48,7.3,11.67
3190,ベビーフード、CRL、オートミール、バナナ入り、ドライ,4.7,399,6.67,6.67,3.9,78.07,5.2,26.66
3191,ベビーフード、CRL、オートミール、APPLSAUC & バナナ、STR,82.2,75,0.89,0.89,0.4,15.62,0.9,8.85
3192,ベビーフード、CRL、オートミール、アップルソーとバナナ、JR、フォート,81.8,76,0.89,0.89,0.4,16.03,0.9,8.85
3193,ベビーフード、CRL、オートミール、ハニー入り、ドライ,5.8,391,13.5,7,4.4,69.3,,
3194,ベビーフード、CRL、ライス、ドライ、フォート,5.13,390,6.65,2.19,2.89,83.14,1.3,4.85
3195,ベビーフード、CRL、ライス、APPLSAUC & バナナ、STR,81,80,1.2,0.4,0.3,17.1,1,2.24
3197,ベビーフード、CRL、卵黄入り、STR,88.8,51,1.9,1.8,0.5,7,0.9,
3198,ベビーフード、CRL、卵黄入り、JR,88.7,52,1.9,1.8,0.4,7.1,0.9,
3199,離乳食、CRL、卵入り、STR,87.2,58,2.2,1.5,0.6,8,,
3201,ベビーフード、CRL、エッグヨークス&ベーコン、JR,85.9,79,2.5,5,0.4,6.2,0.9,
3205,ベビーフード、フルーツ入りオートミールCRL、ドライ、インスト、トッドフォート,5.4,402,10.5,7.05,2.95,74.1,7.8,11.09
3206,ベビーフード、クッキー、ベビー、フルーツ,5.7,435,6.8,12.6,1.2,73.7,3.4,24.2
3209,ベビーフード、クラッカー、野菜,2,477,8.4,19.6,3.15,66.85,4,13
3211,ベビーフード、CRL、HI PROT、W/APPL&ORANGE、DRY,5.3,374,25.4,6.5,5.2,57.6,7.1,
3212,離乳食、CRL、米、バナナ入り、ドライ,4.7,404,8.7,4.2,2.5,79.9,1,16.7
3213,ベビーフード、クッキー,5.9,433,11.8,13.2,2,67.1,0.2,24.2
3214,ベビーフード、クッキー、アロールート,5.6,424,7.6,10,1.4,75.4,0.2,
3215,ベビーフード、プレッツェル,4,397,10.8,2,1,82.2,2.3,3.08
3216,ベビーフード、ティーシングビスケット,6.4,392,10.7,4.2,2.3,76.4,1.4,12.65
3217,ズワイバック,4.5,426,10.1,9.7,1.5,74.2,2.5,12.5
3220,ベビーフード、DSSRT、ダッチ APPL、STR,79.5,75,0.2,0.4,0.16,19.74,1.4,17.89
3221,ベビーフード、DSSRT、ダッチAPPL、JR,80.32,79,0.2,0.16,0.14,19.18,1.4,17.89
3222,"ベビーフード,チェリーコブラー,JR",79.8,78,0.3,0.1,0.19,19.2,0.2,10.39
3224,ベビーフード、DSSRT、チェリーバニラパッド、STR,81.5,68,0.2,0.3,0.2,17.8,0.3,9.15
3225,ベビーフード、DSSRT、チェリーバニラパッド、JR,81,69,0.2,0.2,0.2,18.4,0.3,16.98
3226,ベビーフード、DSSRT、フルーツパッド、オレンジ、STR,79.8,80,1.1,0.9,0.6,17.7,0.6,
